,meta_country,period,cultural_index
141,Arab Countries,1200,59.25332765110552
142,Arab Countries,1250,63.61298476776873
143,Arab Countries,1300,51.56018276226576
144,Arab Countries,1350,57.219076441153284
145,Arab Countries,1400,34.53323453780852
146,Arab Countries,1450,17.858943857663547
147,Arab Countries,1500,16.46767739256724
148,Arab Countries,1550,14.427949332988753
149,Arab Countries,1600,17.49456452279176
150,Arab Countries,1650,19.15590993834667
151,Arab Countries,1700,19.404127562493976
152,Arab Countries,1750,26.68065666840305
153,Arab Countries,1800,40.30829321914161
154,Arab Countries,1850,122.22931996804166
155,Arab Countries,1900,145.01548596061576
156,Arab Countries,1950,1.3352752223607645
157,Argentina,1650,0.5014573297228744
158,Argentina,1700,0.6037625918437372
159,Argentina,1750,3.5539115948390316
160,Argentina,1800,15.457296782797837
